Cluster ID,Link Score,source file,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2 
568,0.5238095,1,487,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
567,0.5238095,1,488,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
566,0.5238095,1,489,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
564,0.5238095,1,490,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
563,0.5238095,1,491,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Aurora Nunez,2701 W 18th St ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
562,0.5238095,1,492,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
561,0.5238095,1,493,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
560,0.5238095,1,494,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Sharon James,311 N Waller Ave ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
559,0.5238095,1,495,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - FSS of Lawndale,3210 W Arthington St ,,8677370,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
558,0.5238095,1,496,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - FSS of Lawndale,3210 W Arthington St ,,8677370,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
557,0.5238095,1,497,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - YMCA - Marshall High School,3250 W Adams St ,,2650022,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
556,0.5238095,1,498,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
555,0.5238095,1,499,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
552,0.5238095,1,500,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
551,0.5238095,1,501,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
550,0.5238095,1,502,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
549,0.5238095,1,503,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - It Takes a Village,4000 W Division St ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
548,0.5238095,1,504,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - Maria Freeman,4312 S CALIFORNIA AVE ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
547,0.5238095,1,505,CPS_Early_Childhood_Portal_scrape.csv, YWCA of Metropolitan Chicago - Debra Phillips,5116 S Prairie AVE ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
546,0.5238095,1,506,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Belmont-Cragin,5423 W Diversey ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
545,0.5238095,1,507,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA,7 N Homan Ave ,,2653900,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
544,0.5238095,1,508,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - EHS Family Child Homes,845 W 69th St ,,3824700,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
543,0.5238095,1,509,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Temple / Salvation Army,1 N Ogden Ave ,,2262649,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
541,0.5238095,1,510,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Temple / Salvation Army,1 N Ogden Ave ,,2262649,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
540,0.5238095,1,511,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
539,0.5238095,1,512,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
538,0.5238095,1,513,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
537,0.5238095,1,514,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
536,0.5238095,1,515,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
535,0.5238095,1,516,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
534,0.5238095,1,517,CPS_Early_Childhood_Portal_scrape.csv, Jenner,1009 N. Cleveland ,,5348440,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
533,0.5238095,1,518,CPS_Early_Childhood_Portal_scrape.csv, Revere,1010 E. 72nd St. ,,5350618,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
532,0.5238095,1,519,CPS_Early_Childhood_Portal_scrape.csv, Hay,1018 N. Laramie ,,5346000,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
530,0.5238095,1,520,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Uptown Head Start / Hull House,1020 W Bryn Mawr Ave ,,7695753,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
529,0.5238095,1,521,CPS_Early_Childhood_Portal_scrape.csv, Piccolo,1040 N. Keeler ,,5344425,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
528,0.5238095,1,522,CPS_Early_Childhood_Portal_scrape.csv, Kohn,10414 S. State St. ,,5355489,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
527,0.5238095,1,523,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
526,0.5238095,1,524,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
525,0.5238095,1,525,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Trumbull Park,10530 S Oglesby ,,3757022,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
524,0.5238095,1,526,CPS_Early_Childhood_Portal_scrape.csv, Community Learning Center - Community Learning Center,10612 S Wentworth Ave ,,9284104,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
523,0.5238095,1,527,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - New Age,10951 S Michigan Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
522,0.5238095,1,528,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,,6267760,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
521,0.5238095,1,529,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hippity Hop Tiny Tots,11223 S Halsted St ,,7853340,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
519,0.5238095,1,530,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Humpty Dumpty,1126 W 99th ST ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
518,0.5238095,1,531,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Lotts of Love,1139 W 79th St ,,8744954,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
517,0.5238095,1,532,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
516,0.5238095,1,533,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
515,0.5238095,1,534,CPS_Early_Childhood_Portal_scrape.csv," Haley, Alex",11411 S. Eggleston ,,5355340,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
514,0.5238095,1,535,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Truman,1145 W Wilson Ave ,,8781700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
513,0.5238095,1,536,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Accounters/Partners,1155 W 81st St ,,9945514,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
512,0.5238095,1,537,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
511,0.5238095,1,538,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
510,0.5238095,1,539,CPS_Early_Childhood_Portal_scrape.csv, Higgins,11710 S. Morgan ,,5355625,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
508,0.5238095,1,540,CPS_Early_Childhood_Portal_scrape.csv, Songhai,11725 S. Perry ,,5355547,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
507,0.5238095,1,541,CPS_Early_Childhood_Portal_scrape.csv, Cameron,1234 N. Monticello ,,5344290,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
506,0.5238095,1,542,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
505,0.5238095,1,543,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
504,0.5238095,1,544,CPS_Early_Childhood_Portal_scrape.csv, Perez,1241 W. 19Th St. ,,5347650,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
503,0.5238095,1,545,CPS_Early_Childhood_Portal_scrape.csv, Carpenter,1250 W. Erie ,,5347385,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
502,0.5238095,1,546,CPS_Early_Childhood_Portal_scrape.csv," Brown Academy, R.",12607 S. Union ,,5355385,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
501,0.5238095,1,547,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,,4930000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
500,0.5238095,1,548,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
499,0.5238095,1,549,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
497,0.5238095,1,550,CPS_Early_Childhood_Portal_scrape.csv," Henry Booth House - Kids Place II, Inc",1318 W 95th St ,,4456500,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
496,0.5238095,1,551,CPS_Early_Childhood_Portal_scrape.csv, Henson,1326 S. Avers Ave ,,5341804,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
495,0.5238095,1,552,CPS_Early_Childhood_Portal_scrape.csv, Henson,1326 S. Avers Ave ,,5341804,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
494,0.5238095,1,553,CPS_Early_Childhood_Portal_scrape.csv, Medill Inter,1326 W. 14Th Pl. ,,5347760,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
493,0.5238095,1,554,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
492,0.5238095,1,555,CPS_Early_Childhood_Portal_scrape.csv, Altgeld,1340 W. 71St ,,5353250,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
491,0.5238095,1,556,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
490,0.5238095,1,557,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
489,0.5238095,1,558,CPS_Early_Childhood_Portal_scrape.csv, Lavizzo,138 W. 109Th St ,,5355300,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
488,0.5238095,1,559,CPS_Early_Childhood_Portal_scrape.csv, Northwestern University Settlement House - Northwestern University Settlement House,1400 W Augusta Blvd ,,2787471,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
486,0.5238095,1,560,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
485,0.5238095,1,561,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
484,0.5238095,1,562,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Taylor Day School,1414 W 87th St ,,2392322,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
483,0.5238095,1,563,CPS_Early_Childhood_Portal_scrape.csv, McDowell,1419 E. 89Th ,,5356404,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
482,0.5238095,1,564,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
481,0.5238095,1,565,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
480,0.5238095,1,566,CPS_Early_Childhood_Portal_scrape.csv, Lozano Bilingual,1424 N. Cleaver ,,5344150,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
479,0.5238095,1,567,CPS_Early_Childhood_Portal_scrape.csv, Young,1434 N. Parkside ,,5346200,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
478,0.5238095,1,568,CPS_Early_Childhood_Portal_scrape.csv, Lathrop,1440 S. Christiana ,,5341812,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
477,0.5238095,1,569,CPS_Early_Childhood_Portal_scrape.csv, Peabody,1444 W. Augusta ,,5344170,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
475,0.5238095,1,570,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
474,0.5238095,1,571,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
473,0.5238095,1,572,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - North Austin / LSSI,1500 N Mason Ave ,,2371930,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
472,0.5238095,1,573,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - New Birth,1500 W 69th St ,,4710699,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
471,0.5238095,1,574,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Mt. Moriah-Taylor / CYC,1501 N Harding Ave ,,2785837,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
470,0.5238095,1,575,CPS_Early_Childhood_Portal_scrape.csv, Johnson,1504 S. Albany ,,5341833,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
469,0.5238095,1,576,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Lakeview Development Center,1531 W Lawrence Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
468,0.5238095,1,577,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
467,0.5238095,1,578,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
466,0.5238095,1,579,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - Morse,1545 W Morse Ave ,,2621390,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
464,0.5238095,1,580,CPS_Early_Childhood_Portal_scrape.csv, Penn,1616 S. Avers ,,5341665,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
463,0.5238095,1,581,CPS_Early_Childhood_Portal_scrape.csv, Cooper,1624 W. 19Th St. ,,5347205,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
462,0.5238095,1,582,CPS_Early_Childhood_Portal_scrape.csv, Cooper,1624 W. 19Th St. ,,5347205,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
461,0.5238095,1,583,CPS_Early_Childhood_Portal_scrape.csv, South Shore Bible - Maranatha,1631 E 71st St ,,4937500,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
460,0.5238095,1,584,CPS_Early_Childhood_Portal_scrape.csv, Gale,1631 W. Jonquil Tr. ,,5342100,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
459,0.5238095,1,585,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Taylor Center for New Experiences,1633 N Hamlin Ave ,,2278551,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
458,0.5238095,1,586,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Kimball Day Care,1636 N Kimball Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
457,0.5238095,1,587,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Ebenezer,1652 W Foster Ave ,,8789925,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
456,0.5238095,1,588,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
455,0.5238095,1,589,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
453,0.5238095,1,590,CPS_Early_Childhood_Portal_scrape.csv, New Field,1707 W. Morse ,,5342760,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
452,0.5238095,1,591,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
451,0.5238095,1,592,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
450,0.5238095,1,593,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
449,0.5238095,1,594,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
448,0.5238095,1,595,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
447,0.5238095,1,596,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
446,0.5238095,1,597,CPS_Early_Childhood_Portal_scrape.csv, Church of God True Believers - Church of God Day Care,1738 W Marquette Rd ,,4715222,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
445,0.5238095,1,598,CPS_Early_Childhood_Portal_scrape.csv, Jungman,1746 S. Miller ,,5347375,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
444,0.5238095,1,599,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Rogers Park / LSSI,1754 W Devon Ave ,,2623366,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
441,0.5238095,1,600,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
440,0.5238095,1,601,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
439,0.5238095,1,602,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
438,0.5238095,1,603,CPS_Early_Childhood_Portal_scrape.csv, Yates,1839 N. Richmond ,,5344550,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
437,0.5238095,1,604,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Wee Care Nursery and Kindergarden,1845 E 79th St ,,2214442,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
436,0.5238095,1,605,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Nico's,1855 W 95th St ,,2380117,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
435,0.5238095,1,606,CPS_Early_Childhood_Portal_scrape.csv, Esmond,1865 W. Montvale ,,5352650,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
434,0.5238095,1,607,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
433,0.5238095,1,608,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
432,0.5238095,1,609,CPS_Early_Childhood_Portal_scrape.csv, Whittier,1900 W. 23rd St. ,,5354590,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
430,0.5238095,1,610,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Englewood Messiah,1910 W 64th ST ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
429,0.5238095,1,611,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - Vereva,1935 W 51st St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
